Municipio,Codigo DANE,Establecimiento Educativo,Sede Educativa,Zona,Poblacion,Region
SUAREZ,219780000351,C.E. LA ALEJANDRIA, LA ALEJANDRIA (sede principal),RURAL,MAYORITARIA,NORTE
SUAREZ,219780000467,INSTITUCION EDUCATIVA MINDALA (ANTES CENTRO EDUCATIVO MINDALA),EL TAMBORAL,RURAL,AFRO,NORTE
SUAREZ,219780000467,INSTITUCION EDUCATIVA MINDALA (ANTES CENTRO EDUCATIVO MINDALA), MINDALA (sede principal),RURAL,AFRO,NORTE
SUAREZ,219780000777,I.E. LA BETULIA,LA CHORRERA,RURAL,MAYORITARIA,NORTE
SUAREZ,219780000777,I.E. LA BETULIA,CENTRO DOCENTE RURAL MIXTO UNION OLIVARES,RURAL,INDÍGENA,NORTE
SUAREZ,219780000777,I.E. LA BETULIA,ESCUELA RURAL MIXTA SANTA BARBARA,RURAL,MAYORITARIA,NORTE
SUAREZ,219780001218,I.E. ASNAZU,PORTUGAL,RURAL,AFRO,NORTE
SUAREZ,219780011418,I.E. SANTA ROSA DE LIMA, YOLOMBO,RURAL,AFRO,NORTE
SUCRE,219100000557,INST EDUC EL PARAISO,LOS DUENDES,RURAL,MAYORITARIA,SUR
SUCRE,219100000557,INST EDUC EL PARAISO,EL FRESNO,RURAL,MAYORITARIA,SUR
SUCRE,219100002215,C.E. TEQUENDAMA,SANTA INES,RURAL,MAYORITARIA,SUR
SUCRE,219100002215,C.E. TEQUENDAMA, TEQUENDAMA (sede principal),RURAL,MAYORITARIA,SUR
SUCRE,219100002215,C.E. TEQUENDAMA,LA CUMBRE DE SANTA INES,RURAL,MAYORITARIA,SUR
SUCRE,219100002291,CENT EDUC EL RETIRO,NUEVA LA CEJA,RURAL,MAYORITARIA,SUR
SUCRE,219100002291,CENT EDUC EL RETIRO,LOS COLORADOS,RURAL,MAYORITARIA,SUR
SUCRE,219100002291,CENT EDUC EL RETIRO, EL RETIRO (sede principal),RURAL,MAYORITARIA,SUR
SUCRE,219100002517,CENT EDUC CRUCERO BELLO,LA GRANJA,RURAL,MAYORITARIA,SUR
SUCRE,219100002517,CENT EDUC CRUCERO BELLO, CRUCERO BELLO (sede principal),RURAL,MAYORITARIA,SUR
TIMBIO,219807000022,I.E. AGROP CINCO DIAS,SAN PEDRITO,RURAL,MAYORITARIA,CENTRO
TIMBIO,219807000081,C.E. SAN JOSE, SAN JOSE (SEDE PRINCIPAL),RURAL,MAYORITARIA,CENTRO
TIMBIO,219807000081,C.E. SAN JOSE,BELLAVISTA,RURAL,MAYORITARIA,CENTRO
TIMBIO,219807000197,C.E. CUCHICAMA, CUCHICAMA (sede principal),RURAL,MAYORITARIA,CENTRO
TIMBIO,219807000197,C.E. CUCHICAMA,QUINTERO,RURAL,MAYORITARIA,CENTRO
TIMBIO,219807000243,I.E.  LA CABANA ANTES CENT EDUC,SANTA TERESA,RURAL,MAYORITARIA,CENTRO
TIMBIO,219807000243,I.E.  LA CABANA ANTES CENT EDUC, LA CABANA (sede principal),RURAL,MAYORITARIA,CENTRO
TIMBIO,219807000251,C.E. LA CHORRERA,TUNURCO,RURAL,MAYORITARIA,CENTRO
TIMBIO,219807000251,C.E. LA CHORRERA,LAS PIEDRAS,RURAL,MAYORITARIA,CENTRO
TIMBIO,219807000260,C.E. LA HONDA, LA HONDA (sede principal),RURAL,MAYORITARIA,CENTRO
TIMBIO,219807000260,C.E. LA HONDA,LA RIVERA,RURAL,MAYORITARIA,CENTRO
TIMBIO,219807000341,C.E. SAMBONI ALTO, EL HATO,RURAL,MAYORITARIA,CENTRO
TIMBIO,219807000341,C.E. SAMBONI ALTO, SAMBONI ALTO (sede principal),RURAL,MAYORITARIA,CENTRO
TIMBIO,219807000341,C.E. SAMBONI ALTO,URUBAMBA,RURAL,MAYORITARIA,CENTRO
TIMBIO,219807000642,C.E. BARRO BLANCO,SAN PEDRO,RURAL,MAYORITARIA,CENTRO
TIMBIO,219807000642,C.E. BARRO BLANCO, BARRO BLANCO (sede principal),RURAL,MAYORITARIA,CENTRO
TIMBIO,219807000863,I.E. PROMOCION SOCIAL,MARCO FIDEL SUAREZ,RURAL,MAYORITARIA,CENTRO
TIMBIQUI,119809001358,INSTITUCION EDUCATIVA AGRICOLA JUSTINIANO OCORO,BUBUEY,RURAL,AFRO,PACIFICO
TIMBIQUI,119809001358,INSTITUCION EDUCATIVA AGRICOLA JUSTINIANO OCORO,EL CHARCO,RURAL,AFRO,PACIFICO
TIMBIQUI,219809000275,INSTITUCION EDUCATIVA SAN JOSE, SAN JOSE (SEDE PRINCIPAL),RURAL,AFRO,PACIFICO
TIMBIQUI,219809001379,INSTITUCION EDUCATIVA AGRICOLA SANTA MARIA, SANTA MARIA (sede principal),RURAL,AFRO,PACIFICO
TORIBIO,219821000159,C.E. SAN FRANCISCO,CENTRO DOCENTE RURAL MIXTA ULLUCOS,RURAL,INDÍGENA,NORTE
TORIBIO,219821000175,C.E. SAN DIEGO,CENTRO DOCENTE RURAL MIXTO CHIMICUETO,RURAL,INDÍGENA,NORTE
TORIBIO,219821000230,C.E. EL TABLAZO,C.E. EL TABLAZO - SEDE PRINCIPAL,RURAL,INDÍGENA,NORTE
TORIBIO,219821000507,C.E. EL CONGO,CENTRO DOCENTE RURAL MIXTO VICHIQUI,RURAL,INDÍGENA,NORTE
TOTORO,219824000125,I.E. POLINDARA ,CENTRO DOCENTE RURAL MIXTO LA CONQUISTA,RURAL,INDÍGENA,ORIENTE
TOTORO,219824000125,I.E. POLINDARA ,CENTRO DOCENTE SAN JOSE,RURAL,INDÍGENA,ORIENTE
TOTORO,219824000150,INS EDUC NOVIRAO ANTES CENT EDUC NOVIRAO,CENTRO DOCENTE RURAL MIXTO NOVIRAO,RURAL,INDÍGENA,ORIENTE
TOTORO,219824000222,CENT EDUC AGUAS VIVAS,TABACO,RURAL,MAYORITARIA,ORIENTE
TOTORO,219824000222,CENT EDUC AGUAS VIVAS, AGUAS VIVAS (sede principal),RURAL,MAYORITARIA,ORIENTE
TOTORO,219824000265,INSTITUCION EDUCATIVA AGROFORESTAL SAN JUAN DE QUINTANA,CENTRO EDUCATIVO AGROFORESTAL SAN JUAN DE QUINTANA,RURAL,INDÍGENA,ORIENTE
TOTORO,219824000371,INSTITUCION EDUCATIVA AGROPECUARIA MANUEL JOSE MOSQUERA VIDAL,CENTRO DOCENTE RURAL MIXTO HATO VIEJO,RURAL,INDÍGENA,ORIENTE
TOTORO,219824000371,INSTITUCION EDUCATIVA AGROPECUARIA MANUEL JOSE MOSQUERA VIDAL,CENTRO DOCENTE CAMPO ALEGRE,RURAL,INDÍGENA,ORIENTE
TOTORO,219824000371,INSTITUCION EDUCATIVA AGROPECUARIA MANUEL JOSE MOSQUERA VIDAL,INSTITUTO AGROPECUARIO MANUEL JOSE MOSQUERA VIDAL,RURAL,INDÍGENA,ORIENTE
TOTORO,219824000532,CENTRO EDUCATIVO LA ESTELA,CENTRO LA ESTELA,RURAL,INDÍGENA,ORIENTE
TOTORO,219824000982,INSTITUCION EDUCATIVA AGROINDUSTRIAL VICTOR MANUEL CHAUX VILLAMIL,GABRIEL LOPEZ,RURAL,MAYORITARIA,ORIENTE
TOTORO,219824000982,INSTITUCION EDUCATIVA AGROINDUSTRIAL VICTOR MANUEL CHAUX VILLAMIL,CHUSCALES,RURAL,MAYORITARIA,ORIENTE
TOTORO,219824001024,INST EDUC AGROP PUEBLO TOTORO,ESCUELA RURAL MIXTA EL COFRE,RURAL,INDÍGENA,ORIENTE
TOTORO,219824001024,INST EDUC AGROP PUEBLO TOTORO,CENTRO DOCENTE EL CARMEN ZABALETAS,RURAL,INDÍGENA,ORIENTE
TOTORO,219824001024,INST EDUC AGROP PUEBLO TOTORO,CENTRO DOCENTE RURAL MIXTO MIRAFLORES,RURAL,INDÍGENA,ORIENTE
TOTORO,219824001024,INST EDUC AGROP PUEBLO TOTORO,CENTRO DOCENTE RURAL MIXTA MALVAZA,RURAL,INDÍGENA,ORIENTE
TOTORO,219824001024,INST EDUC AGROP PUEBLO TOTORO,COLEGIO BASICO PUEBLO DE TOTORO (ANTC.D. BETANIA),RURAL,INDÍGENA,ORIENTE
